4317	5269	1	1
2213	15318	1	1
9562	7147	1	1
3076	2286	1	1
8293	15376	1	1
3967	1741	1	1
9562	6830	1	1
13742	12521	1	1
4062	15141	1	1
4787	2879	1	1
2170	14254	1	1
11654	13255	1	1
15006	16084	1	1
15006	13079	1	1
1419	1060	1	1
8293	4482	1	1
8952	5189	1	1
13742	15319	1	1
14823	11465	1	1
12115	15080	1	1
3075	6819	1	1
8363	15395	1	1
4471	12358	1	1
11110	11395	1	1
2213	15387	1	1
12479	3726	1	1
14791	3450	1	1
10799	1988	1	1
7791	11721	1	1
952	3342	1	1
9587	14846	1	1
15713	12809	1	1
13742	3524	1	1
10901	7050	1	1
16677	16218	1	1
14058	14637	1	1
3075	13750	1	1
3808	7003	1	1
952	3331	1	1
15644	1235	1	1
5252	3089	1	1
584	15080	1	1
9173	1880	1	1
15010	16149	1	1
12064	4895	1	1
5250	4287	1	1
2108	7463	1	1
10583	1113	1	1
10731	5190	1	1
13742	13010	1	1
2213	1759	1	1
5663	5842	1	1
8720	5878	1	1
10217	10286	1	1
10584	852	1	1
2778	12411	1	1
14823	986	1	1
2255	3581	1	1
11505	9406	1	1
11941	12551	1	1
5663	1781	1	1
3029	14077	1	1
1932	16209	1	1
4316	10517	1	1
15821	5992	1	1
13742	16213	1	1
11109	11589	1	1
2104	2198	1	1
3969	15664	1	1
14823	4890	1	1
2170	1741	1	1
14838	4882	1	1
12479	12709	1	1
10729	8756	1	1
11231	7151	1	1
950	11786	1	1
14879	1579	1	1
950	784	1	1
9562	9988	1	1
4471	5398	1	1
5475	861	1	1
5476	13627	1	1
15600	8556	1	1
15823	8879	1	1
8313	243	1	1
11941	7310	1	1
9562	11615	1	1
14773	16554	1	1
9587	13767	1	1
14879	15085	1	1
5732	8305	1	1
13464	11527	1	1
7328	11514	1	1
15005	9857	1	1
1932	9572	1	1
13744	6305	1	1
1348	7049	1	1
6161	16171	1	1
14968	16198	1	1
2107	12302	1	1
3429	5998	1	1
10515	5588	1	1
5256	8555	1	1
950	7432	1	1
8801	13053	1	1
11109	14105	1	1
16525	5952	1	1
5613	13011	1	1
4471	15446	1	1
5733	7114	1	1
14375	3452	1	1
10585	4467	1	1
12923	6122	1	1
2107	15216	1	1
5476	6772	1	1
3562	13301	1	1
951	13113	1	1
3939	16173	1	1
15848	5892	1	1
4370	16510	1	1
10730	2879	1	1
6633	12529	1	1
8313	5069	1	1
14968	10940	1	1
6118	7160	1	1
15006	10336	1	1
11110	8423	1	1
2539	14037	1	1
12336	3420	1	1
8571	2073	1	1
11654	5334	1	1
14468	1306	1	1
11936	243	1	1
11228	5529	1	1
5160	12587	1	1
8315	11768	1	1
15006	532	1	1
2104	15437	1	1
14838	1684	1	1
11886	11521	1	1
3029	15209	1	1
13282	4929	1	1
7171	9886	1	1
8449	5912	1	1
5257	13259	1	1
5961	6371	1	1
13282	11446	1	1
11537	6798	1	1
2170	5635	1	1
11228	15717	1	1
3808	15318	1	1
12064	6269	1	1
10089	12327	1	1
14392	12884	1	1
5961	8904	1	1
10731	14082	1	1
14068	12151	1	1
10994	4465	1	1
8801	13009	1	1
15713	555	1	1
14866	5270	1	1
8293	16135	1	1
11654	14787	1	1
12534	1579	1	1
5663	12892	1	1
4096	9896	1	1
3380	5044	1	1
5734	11984	1	1
9587	2763	1	1
12115	14433	1	1
10729	1629	1	1
15644	11203	1	1
15742	4387	1	1
2213	6020	1	1
15821	1235	1	1
5734	12157	1	1
2170	11365	1	1
10800	10816	1	1
11110	1308	1	1
11936	15484	1	1
15831	536	1	1
5663	1109	1	1
5733	13795	1	1
7425	9672	1	1
743	15459	1	1
10729	10280	1	1
3938	811	1	1
2994	2624	1	1
503	4553	1	1
4316	10836	1	1
9962	8387	1	1
5732	9000	1	1
10514	6184	1	1
949	16176	1	1
13742	15395	1	1
8438	15411	1	1
7791	9696	1	1
10729	5764	1	1
7425	9534	1	1
3446	4372	1	1
14823	4691	1	1
14375	11327	1	1
10757	8082	1	1
5733	852	1	1
3078	1798	1	1
2145	15305	1	1
3030	3194	1	1
9408	12192	1	1
10583	3403	1	1
4062	9571	1	1
15005	889	1	1
11654	6823	1	1
14466	1306	1	1
12923	9040	1	1
3742	3725	1	1
10979	694	1	1
16525	8582	1	1
10515	4289	1	1
2170	3072	1	1
3079	2558	1	1
5732	13219	1	1
3950	6017	1	1
15848	5589	1	1
9201	1308	1	1
7425	2540	1	1
11867	9001	1	1
10514	11217	1	1
7171	5051	1	1
5663	2142	1	1
13389	11589	1	1
10736	606	1	1
8575	5975	1	1
8801	1931	1	1
951	11766	1	1
10515	16619	1	1
2312	11382	1	1
7368	15601	1	1
16676	2459	1	1
8572	10591	1	1
5250	11344	1	1
3077	14147	1	1
8571	10485	1	1
343	1381	1	1
246	8683	1	1
5613	9511	1	1
13744	15942	1	1
14880	3671	1	1
6633	861	1	1
13742	6294	1	1
10089	12267	1	1
10800	4289	1	1
10071	6764	1	1
11109	4933	1	1
9201	544	1	1
9173	13766	1	1
12116	2986	1	1
5250	6015	1	1
3236	1558	1	1
501	11904	1	1
5663	9363	1	1
3079	12955	1	1
3457	3184	1	1
3808	14338	1	1
503	1412	1	1
10217	9655	1	1
8363	14348	1	1
11228	15715	1	1
10217	16121	1	1
10584	16148	1	1
3446	9949	1	1
3236	9578	1	1
5252	1505	1	1
2778	3316	1	1
3950	10810	1	1
5613	7017	1	1
10731	13999	1	1
11109	1058	1	1
9642	9556	1	1
15005	15117	1	1
6161	777	1	1
1535	7092	1	1
246	13792	1	1
10583	12745	1	1
11111	14443	1	1
8720	3089	1	1
15823	14775	1	1
15742	6023	1	1
2107	3718	1	1
6161	12048	1	1
584	6139	1	1
15600	8971	1	1
10515	645	1	1
5732	857	1	1
3053	4918	1	1
10584	532	1	1
4180	1689	1	1
246	10375	1	1
12495	554	1	1
11138	605	1	1
15831	4976	1	1
15600	14148	1	1
7368	10724	1	1
2543	8404	1	1
1449	10556	1	1
9642	7530	1	1
10730	4666	1	1
3029	7153	1	1
5160	11346	1	1
10585	11578	1	1
3079	1801	1	1
7425	10748	1	1
15938	7810	1	1
953	6042	1	1
2170	13975	1	1
6502	5716	1	1
15013	440	1	1
7368	6042	1	1
14392	11589	1	1
503	10078	1	1
14068	4463	1	1
7370	3372	1	1
5621	4918	1	1
11941	8659	1	1
10757	4638	1	1
12014	10983	1	1
5733	830	1	1
4370	7537	1	1
951	13824	1	1
10736	5842	1	1
14058	7898	1	1
15249	6268	1	1
9173	4918	1	1
11111	13883	1	1
12535	15117	1	1
3428	13824	1	1
12115	1380	1	1
12014	5602	1	1
10730	9404	1	1
